1959,1,315.63
1959,2,316.38
1959,3,316.71
1959,4,317.72
1959,5,318.29
1959,6,318.15
1959,7,316.54
1959,8,314.8
1959,9,313.84
1959,10,313.26
1959,11,314.8
1959,12,315.58
1960,1,316.43
1960,2,316.97
1960,3,317.58
1960,4,319.02
1960,5,320.03
1960,6,319.59
1960,7,318.18
1960,8,315.91
1960,9,314.17
1960,10,313.83
1960,11,315
1960,12,316.19
1961,1,316.93
1961,2,317.7
1961,3,318.54
1961,4,319.48
1961,5,320.58
1961,6,319.77
1961,7,318.57
1961,8,316.79
1961,9,314.81
1961,10,315.38
1961,11,316.1
1961,12,317.01
1962,1,317.94
1962,2,318.55
1962,3,319.68
1962,4,320.63
1962,5,321.02
1962,6,320.55
1962,7,319.57
1962,8,317.4
1962,9,316.25
1962,10,315.42
1962,11,316.69
1962,12,317.7
1963,1,318.74
1963,2,319.07
1963,3,319.86
1963,4,321.39
1963,5,322.25
1963,6,321.48
1963,7,319.74
1963,8,317.77
1963,9,316.21
1963,10,315.99
1963,11,317.12
1963,12,318.31
1964,1,319.57
1964,2,319.98
1964,3,320.74
1964,4,321.84
1964,5,322.26
1964,6,321.89
1964,7,320.44
1964,8,318.7
1964,9,316.7
1964,10,316.79
1964,11,317.79
1964,12,318.71
1965,1,319.44
1965,2,320.44
1965,3,320.89
1965,4,322.14
1965,5,322.16
1965,6,321.87
1965,7,321.39
1965,8,318.8
1965,9,317.82
1965,10,317.3
1965,11,318.86
1965,12,319.42
1966,1,320.62
1966,2,321.59
1966,3,322.39
1966,4,323.87
1966,5,324.01
1966,6,323.75
1966,7,322.39
1966,8,320.36
1966,9,318.64
1966,10,318.1
1966,11,319.78
1966,12,321.08
1967,1,322.06
1967,2,322.5
1967,3,323.04
1967,4,324.42
1967,5,325
1967,6,324.09
1967,7,322.55
1967,8,320.92
1967,9,319.31
1967,10,319.31
1967,11,320.72
1967,12,321.96
1968,1,322.57
1968,2,323.15
1968,3,323.89
1968,4,325.02
1968,5,325.57
1968,6,325.36
1968,7,324.14
1968,8,322.03
1968,9,320.41
1968,10,320.25
1968,11,321.31
1968,12,322.84
1969,1,324
1969,2,324.42
1969,3,325.63
1969,4,326.66
1969,5,327.34
1969,6,326.76
1969,7,325.88
1969,8,323.66
1969,9,322.38
1969,10,321.78
1969,11,322.85
1969,12,324.12
1970,1,325.03
1970,2,325.99
1970,3,326.87
1970,4,328.14
1970,5,328.08
1970,6,327.66
1970,7,326.34
1970,8,324.69
1970,9,323.1
1970,10,323.16
1970,11,323.98
1970,12,325.13
1971,1,326.17
1971,2,326.68
1971,3,327.17
1971,4,327.79
1971,5,328.92
1971,6,328.57
1971,7,327.34
1971,8,325.46
1971,9,323.36
1971,10,323.57
1971,11,324.8
1971,12,326.02
1972,1,326.77
1972,2,327.63
1972,3,327.75
1972,4,329.73
1972,5,330.07
1972,6,329.09
1972,7,328.04
1972,8,326.32
1972,9,324.93
1972,10,325.06
1972,11,326.5
1972,12,327.55
1973,1,328.55
1973,2,329.56
1973,3,330.3
1973,4,331.5
1973,5,332.48
1973,6,332.07
1973,7,330.87
1973,8,329.31
1973,9,327.51
1973,10,327.18
1973,11,328.16
1973,12,328.64
1974,1,329.35
1974,2,330.71
1974,3,331.48
1974,4,332.65
1974,5,333.09
1974,6,332.25
1974,7,331.18
1974,8,329.39
1974,9,327.43
1974,10,327.37
1974,11,328.46
1974,12,329.57
1975,1,330.4
1975,2,331.4
1975,3,332.04
1975,4,333.31
1975,5,333.97
1975,6,333.6
1975,7,331.9
1975,8,330.06
1975,9,328.56
1975,10,328.34
1975,11,329.49
1975,12,330.76
